title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Double Team,5.122,687,1997-04-04,48138337,93,30000000,18.863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Naked Gun: From the Files of Police Squad!,7.233,3297,1988-12-02,78756177,86,12000000,27.114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Party of One,10.0,1,2022-03-20,2,3,400,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Pastry Girl,1.0,1,2002-02-08,10000,105,10000,0.621,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1989,10.0,1,2023-05-01,1,1,1,0.728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D'Unbelievables D'Telly,9.4,5,1998-01-01,50000,53,20000,1.646,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
City of Angels,6.761,1939,1998-04-10,198685114,114,55000000,21.841,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Ride MT-274,7.0,1,2017-02-08,1500,12,1000,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
West Is West,6.486,37,2010-10-19,3867000,103,3837625,5.327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Train,6.1,9,2002-05-31,481199,94,2500000,1.255,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
David Copperfield,6.6,57,1935-01-18,3064000,130,1073000,7.995,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
District 9,7.423,8721,2009-08-05,210819611,112,30000000,35.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Goldfinger,7.345,3259,1964-09-20,124881062,110,2500000,27.343,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The 13th Warrior,6.657,1657,1999-08-13,61698899,102,160000000,24.27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Thing,8.045,6232,1982-06-25,19629760,109,15000000,57.921,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
The Warriors,7.675,1922,1979-02-09,22490039,94,4000000,30.244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syriana,6.407,1235,2005-11-23,93974620,128,50000000,18.823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Test Title,10.0,1,,15,0,10,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Show Boat,6.038,65,1951-07-19,11000000,107,2300000,7.04,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
ST. CHROMA,10.0,1,2024-10-16,61000,1,10000,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Miss Julie,5.6,130,2014-09-07,5000000,130,5500000,7.49,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Spider's Thread,10.0,2,2022-11-15,75,8,10,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Inherent Vice,6.577,2314,2014-12-12,14710975,149,20000000,31.669,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Ninja Warriors,7.0,1,2022-04-29,100,2,10,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Willy,6.17,1678,1993-07-16,153698625,112,20000000,18.862,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Every Which Way but Loose,6.14,403,1978-12-16,85196485,110,5000000,18.302,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fahrenheit 9/11,7.079,1301,2004-06-25,222446882,123,6000000,13.982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Water 2: Adrift,5.482,635,2006-07-10,6816129,94,1200000,14.635,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
A Fish Called Wanda,7.201,1936,1988-07-15,62493712,109,7500000,19.318,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The General,7.982,1085,1926-12-25,1000000,79,750000,13.777,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bohemian Rhapsody,7.997,15965,2018-10-24,903992901,135,52000000,37.55,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Men in Black,7.184,12836,1997-07-02,589390539,98,90000000,38.848,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marathon Man,7.214,950,1976-10-08,21709020,125,6500000,13.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek: Insurrection,6.4,1083,1998-12-11,118000000,102,70000000,21.928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Howl's Moving Castle,8.402,8720,2004-09-09,236049757,119,24000000,79.888,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Creative Types,10.0,1,,10,5,400,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janky Promoters,5.923,26,2009-10-16,9069,85,10000000,4.094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Powers in Goldmember,5.998,2857,2002-07-26,296938801,93,63000000,30.917,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jailbait,6.8,8,2017-04-28,7436000,96,528,1.252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Wheel,6.406,1246,2017-12-01,15366466,101,25000000,24.431,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sound and Fury,6.3,11,2016-02-11,10000,100,10000,2.504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Exotica,6.615,266,1994-11-30,4221036,104,2000000,12.615,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Vipin and Rosh Wedding,9.5,1,2012-07-09,100000,158,100000,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Species II,5.141,615,1998-04-10,19165560,93,35000000,24.822,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Star Trek: Generations,6.5,1194,1994-11-18,120000000,117,38000000,17.928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Teenage Mutant Ninja Turtles,5.901,6391,2014-08-07,485004754,101,125000000,76.327,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Visitor from the Future,6.386,158,2022-09-07,1946816,102,4500000,9.027,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evita,6.121,431,1996-12-14,141047179,135,55000000,15.197,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jeepers Creepers 2,6.114,1463,2003-08-08,63102666,104,17000000,44.939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Karl,10.0,1,2014-01-01,200,12,7000,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shudhu Tomari Jonyo,8.0,2,2015-10-16,980000,149,482000,1.441,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Irrational Man,6.538,2256,2015-07-17,27391084,95,11000000,9.574,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lone Star,6.969,307,1996-06-21,13269963,135,5000000,8.781,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Stargate: The Ark of Truth,7.143,435,2008-03-11,8900000,101,7000000,20.425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Lovelace,6.03,627,2013-08-08,1585582,92,10000000,21.522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tape,6.849,194,2001-11-02,490475,86,100000,5.452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thirupathi,4.2,4,2006-04-14,500000,157,500000,1.889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Impostor,6.109,382,2001-12-03,8694320,102,40000000,13.761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Caligula,5.99,729,1979-08-14,23438120,156,17500000,140.9,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Straw Dogs,5.844,499,2011-09-16,10324441,110,25000000,17.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Romancing the Stone,6.8,1643,1984-03-30,86572238,106,10000000,20.248,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cheap Drink,10.0,1,2023-10-14,500,10,8031,3.842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consenting Adults,5.3,130,1992-10-16,21591728,99,18000000,6.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Die Hard: With a Vengeance,7.253,5604,1995-05-19,366101666,128,90000000,42.511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Y Tu Mamá También,7.413,1344,2001-06-08,33616692,106,5000000,25.567,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Hunchback of Notre Dame,7.103,4614,1996-06-21,325338851,91,100000000,37.775,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Raven,6.279,1240,2012-03-09,29657751,111,26000000,17.462,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
(T)Raumschiff Surprise - Periode 1,6.2,457,2004-07-14,76341401,87,9000000,10.333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Band Wagon,7.2,190,1953-08-07,3500000,112,2900000,8.246,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Swingers,6.878,651,1996-10-18,4505922,96,200000,17.679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Drive by Night,6.845,97,1940-07-26,1596000,95,539000,8.953,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Biloxi Blues,6.262,185,1988-03-25,51684798,106,20000000,9.341,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Rendition,6.435,609,2007-09-07,24748670,120,27500000,13.522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Naji Al-Ali, An Artist With Vision",6.0,1,1994-01-01,9000,52,5000,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavity,7.5,2,2022-08-20,200,4,150,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Arrival,7.6,16564,2016-11-10,203388186,116,47000000,47.983,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Beauty Shop,6.268,461,2005-04-22,36351350,105,25000000,13.055,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
De Dana Dan,5.619,63,2009-11-27,9000000,166,8000000,6.922,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prince,4.902,454,2014-08-22,1289595,93,18000000,19.916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
